hpix,l,b,"ASAS[11,13]","Gaia[11,13]","ASAS[13,15]","Gaia[13,15]","ASAS[15,17]","Gaia[15,17]"
0,45.0,78.28414760510762,1.0,1.0,1.0,0.6944444444444444,0.45989304812834225,0.9052631578947369
1,135.0,78.28414760510762,1.0,0.8333333333333333,0.95,0.95,0.9206349206349206,0.9508196721311475
2,225.0,78.28414760510762,1.0,1.0,0.9473684210526316,0.9473684210526316,0.8783783783783784,0.8227848101265823
3,315.0,78.28414760510762,1.0,1.0,0.9565217391304348,0.7857142857142857,0.791304347826087,0.8921568627450981
4,22.5,66.44353569089877,1.0,1.0,0.9375,0.8571428571428571,0.8974358974358974,0.8433734939759036
5,67.5,66.44353569089877,1.2,1.0,1.0,0.8823529411764706,0.8955223880597015,0.9375
6,112.5,66.44353569089877,1.0,1.0,0.9090909090909091,0.8333333333333333,0.903225806451613,0.903225806451613
7,157.5,66.44353569089877,1.0,0.5,0.9375,0.7894736842105263,0.8627450980392157,0.8461538461538461
8,202.5,66.44353569089877,1.0,1.0,1.0,0.6923076923076923,0.8135593220338982,0.7384615384615384
9,247.49999999999997,66.44353569089877,1.0,0.8571428571428571,0.9375,0.8823529411764706,0.9315068493150684,0.8831168831168832
10,292.5,66.44353569089877,1.0,1.0,0.9285714285714286,0.8387096774193549,0.8992248062015504,0.8854961832061069
11,337.5,66.44353569089877,1.0,0.5,1.0357142857142856,0.8285714285714286,0.9008264462809917,0.8515625
12,14.999999999999998,54.340912303861245,0.8,0.5714285714285715,0.8636363636363636,0.7037037037037037,0.8571428571428571,0.8571428571428571
13,45.0,54.340912303861245,0.5714285714285715,0.8,0.9666666666666667,0.9354838709677419,0.8873239436619719,0.7974683544303798
14,75.0,54.340912303861245,1.0,0.8333333333333333,0.823529411764706,0.7777777777777777,0.8969072164948453,0.8787878787878788
15,105.0,54.340912303861245,1.0,1.0,0.8947368421052632,0.8095238095238095,0.82,0.8723404255319148
16,135.0,54.340912303861245,1.0,0.5,1.0,0.85,0.8823529411764706,0.8653846153846153
17,165.0,54.340912303861245,1.0,1.0,0.9166666666666667,0.7857142857142857,0.92,0.9387755102040817
18,195.0,54.340912303861245,1.0,1.0,0.923076923076923,0.923076923076923,0.9019607843137255,0.7796610169491526
19,224.99999999999997,54.340912303861245,1.0,0.5,0.8571428571428571,0.9,0.8541666666666667,0.6833333333333332
20,255.00000000000003,54.340912303861245,1.0,1.0,0.9545454545454546,0.84,0.9166666666666667,0.7857142857142857
21,285.0,54.340912303861245,1.0,1.0,0.7916666666666667,0.826086956521739,0.8493150684931507,0.8732394366197183
22,315.0,54.340912303861245,1.0,0.875,0.8108108108108109,0.8571428571428571,0.8394160583941606,0.8646616541353382
23,344.99999999999994,54.340912303861245,1.0,0.8,0.9555555555555556,0.8431372549019608,0.8977272727272727,0.7745098039215687
24,11.25,41.81031489577859,0.8333333333333333,0.2777777777777778,0.7261904761904762,0.6354166666666666,0.6742857142857143,0.8613138686131387
25,33.75,41.81031489577859,1.0,0.5,0.926829268292683,0.826086956521739,0.8796992481203008,0.8181818181818181
26,56.24999999999999,41.81031489577859,1.2,0.75,0.9545454545454546,0.8571428571428571,0.904,0.8828125
27,78.75,41.81031489577859,0.5,0.33333333333333337,0.88,0.7857142857142857,0.8404255319148937,0.8144329896907216
28,101.24999999999999,41.81031489577859,,,1.0,0.6666666666666667,0.8,0.8333333333333333
29,123.74999999999999,41.81031489577859,1.0,0.5,0.9285714285714286,0.7222222222222223,0.5365853658536586,0.9565217391304348
30,146.25,41.81031489577859,0.5,1.0,0.9583333333333333,0.9583333333333333,0.903225806451613,0.903225806451613
31,168.74999999999997,41.81031489577859,0.5,0.5,0.923076923076923,0.631578947368421,0.826923076923077,0.9772727272727273
32,191.25,41.81031489577859,1.0,0.5,1.0,0.9444444444444444,0.8571428571428571,0.9
33,213.75,41.81031489577859,1.0,1.0,0.8666666666666667,0.8666666666666667,0.9302325581395349,0.8
34,236.25,41.81031489577859,1.0,0.5,0.9583333333333333,0.8214285714285714,0.8656716417910448,0.8055555555555556
35,258.75,41.81031489577859,1.5,0.6,0.9375,0.75,0.8448275862068965,0.8596491228070176
36,281.24999999999994,41.81031489577859,1.0,0.8,0.9285714285714286,0.7222222222222223,0.8561151079136691,0.8439716312056738
37,303.75,41.81031489577859,1.0,0.4,0.8378378378378379,0.7045454545454546,0.8100558659217877,0.8734939759036144
38,326.24999999999994,41.81031489577859,0.8,0.8,0.875,0.8166666666666668,0.8580645161290323,0.7916666666666667
39,348.74999999999994,41.81031489577859,0.6666666666666667,0.8571428571428571,0.8208955223880596,0.8461538461538461,0.8307692307692308,0.7769784172661871
40,0.0,30.000000000000007,0.6666666666666667,0.6666666666666667,0.8117647058823529,0.8117647058823529,0.743859649122807,0.8514056224899599
41,22.5,30.000000000000007,0.8,0.6666666666666667,0.9090909090909091,0.7843137254901962,0.7806691449814126,0.8333333333333333
42,45.0,30.000000000000007,1.0,0.33333333333333337,0.9315068493150684,0.7906976744186046,0.782608695652174,0.8071748878923767
43,67.5,30.000000000000007,1.0,0.25,0.8125,0.78,0.7612903225806451,0.7866666666666667
44,90.0,30.000000000000007,1.0,0.75,0.8,0.7407407407407408,0.7634408602150538,0.8452380952380952
45,112.49999999999999,30.000000000000007,1.0,0.8,0.8461538461538461,0.7857142857142857,0.43661971830985913,0.96875
46,135.0,30.000000000000007,1.0,1.0,1.0,0.75,0.6444444444444444,0.9354838709677419
47,157.5,30.000000000000007,1.0,0.6666666666666667,0.9,0.75,0.9111111111111111,0.9318181818181819
48,180.0,30.000000000000007,1.5,0.75,0.8461538461538461,0.8461538461538461,0.8947368421052632,0.8095238095238095
49,202.49999999999997,30.000000000000007,1.4285714285714286,1.0,1.0,0.923076923076923,0.8545454545454545,0.8103448275862069
50,224.99999999999997,30.000000000000007,0.8,1.0,0.9545454545454546,0.84,0.8358208955223881,0.875
51,247.49999999999997,30.000000000000007,,,0.8846153846153847,0.7419354838709676,0.8514851485148515,0.8113207547169812
52,270.0,30.000000000000007,,,0.95,0.8085106382978724,0.8431372549019608,0.8486842105263157
53,292.5,30.000000000000007,1.0,0.6,0.9361702127659575,0.7586206896551724,0.8468899521531101,0.7972972972972973
54,315.0,30.000000000000007,1.0,0.75,0.9166666666666667,0.6790123456790124,0.8546255506607929,0.8049792531120332
55,337.49999999999994,30.000000000000007,1.0,0.4444444444444444,0.8705882352941177,0.7789473684210526,0.825503355704698,0.845360824742268
56,11.25,19.47122063449069,1.0,0.33333333333333337,0.6829268292682927,0.6363636363636364,0.4198047419804742,0.9290123456790124
57,33.75,19.47122063449069,0.8888888888888888,0.6666666666666667,0.8545454545454545,0.6762589928057554,0.5869565217391305,0.8626198083067093
58,56.24999999999999,19.47122063449069,1.0,0.8181818181818181,0.8541666666666667,0.6029411764705883,0.548951048951049,0.8486486486486488
59,78.75,19.47122063449069,1.0,0.75,0.9393939393939393,0.6595744680851063,0.6380368098159509,0.8739495798319328
60,101.24999999999999,19.47122063449069,1.0,1.0,0.7894736842105263,0.6521739130434783,0.5068493150684932,0.8409090909090909
61,123.74999999999999,19.47122063449069,1.0,0.75,0.8888888888888888,0.7619047619047619,0.5076923076923077,1.0
62,146.25,19.47122063449069,0.0,0.0,0.8823529411764706,0.7894736842105263,0.6046511627906976,0.8666666666666667
63,168.74999999999997,19.47122063449069,1.5,1.0,0.8666666666666667,0.9285714285714286,0.625,0.8064516129032258
64,191.25,19.47122063449069,1.0,0.75,0.8333333333333333,0.45454545454545453,0.72,0.8181818181818181
65,213.75,19.47122063449069,1.3333333333333335,0.8,0.9333333333333332,0.7,0.7627118644067796,0.8823529411764706
66,236.25,19.47122063449069,1.0,0.8333333333333333,0.736842105263158,0.736842105263158,0.7011494252873562,0.8840579710144928
67,258.75,19.47122063449069,,0.0,0.8857142857142857,0.7948717948717949,0.8264462809917356,0.7352941176470589
68,281.24999999999994,19.47122063449069,1.0,0.625,0.8,0.653061224489796,0.7706422018348624,0.7777777777777777
69,303.75,19.47122063449069,1.0,0.2,0.626984126984127,0.7314814814814815,0.7559322033898305,0.7585034013605443
70,326.24999999999994,19.47122063449069,1.0,0.625,0.9365079365079364,0.6742857142857143,0.6615044247787611,0.7456359102244389
71,348.74999999999994,19.47122063449069,1.0,0.3181818181818182,0.7022900763358778,0.5822784810126582,0.6332574031890661,0.8714733542319749
72,0.0,9.594068226860458,0.6,0.5,0.6629213483146067,0.20205479452054795,0.2088244182532487,0.8780177890724269
73,22.5,9.594068226860458,1.0,0.5,0.75,0.4897959183673469,0.26605504587155965,0.8333333333333333
74,45.0,9.594068226860458,0.8333333333333333,0.45454545454545453,0.803921568627451,0.49397590361445787,0.2694736842105263,0.8366013071895425
75,67.5,9.594068226860458,0.6666666666666667,0.4,0.8,0.619718309859155,0.20938628158844763,0.9354838709677419
76,90.0,9.594068226860458,1.0,0.33333333333333337,0.8,0.5217391304347826,0.3125,0.8695652173913043
77,112.49999999999999,9.594068226860458,,0.0,0.7777777777777777,1.0,0.2916666666666667,0.7777777777777777
78,135.0,9.594068226860458,1.0,0.5,0.6666666666666667,0.5714285714285715,0.16666666666666669,0.5555555555555556
79,157.5,9.594068226860458,1.0,1.0,0.7777777777777777,0.7777777777777777,0.35294117647058826,0.8571428571428571
80,180.0,9.594068226860458,1.0,1.0,0.7692307692307692,0.5882352941176471,0.36363636363636365,0.8571428571428571
81,202.49999999999997,9.594068226860458,1.0,0.28571428571428575,0.6363636363636364,0.368421052631579,0.4411764705882353,0.8108108108108109
82,224.99999999999997,9.594068226860458,0.8333333333333333,0.625,0.8846153846153847,0.7666666666666667,0.5285714285714286,0.925
83,247.49999999999997,9.594068226860458,0.6666666666666667,1.0,0.7777777777777777,0.7,0.4311926605504587,0.7833333333333333
84,270.0,9.594068226860458,1.0,0.42857142857142855,0.6082474226804123,0.7283950617283951,0.5192307692307692,0.8019801980198019
85,292.5,9.594068226860458,0.6666666666666667,0.6666666666666667,0.8125,0.6724137931034483,0.4020979020979021,0.8646616541353382
86,315.0,9.594068226860458,1.0,0.75,0.7857142857142857,0.5851063829787234,0.33333333333333337,0.8625
87,337.49999999999994,9.594068226860458,1.0,0.4,0.8082191780821918,0.5619047619047619,0.24569460390355913,0.8734693877551021
88,11.25,0.0,1.0,0.33333333333333337,0.368421052631579,0.1346153846153846,0.05568581477139507,0.5900621118012422
89,33.75,0.0,1.0,0.33333333333333337,0.5833333333333334,0.2333333333333333,0.09090909090909091,0.5428571428571428
90,56.24999999999999,0.0,0.0,,0.7272727272727273,0.48484848484848486,0.15104166666666666,0.8529411764705883
91,78.75,0.0,0.0,0.0,0.7272727272727273,0.5714285714285715,0.22916666666666669,0.8461538461538461
92,101.24999999999999,0.0,1.0,0.5,0.7777777777777777,0.6363636363636364,0.08888888888888889,0.8
93,123.74999999999999,0.0,0.5,0.25,0.6,0.42857142857142855,0.2333333333333333,0.6363636363636364
94,146.25,0.0,1.0,1.0,0.5,0.6666666666666667,0.15384615384615385,0.25
95,168.74999999999997,0.0,,0.0,0.75,0.2727272727272727,0.22727272727272727,0.8333333333333333
96,191.25,0.0,2.0,0.5,0.8,0.3076923076923077,0.36111111111111116,0.9285714285714286
97,213.75,0.0,0.6666666666666667,0.33333333333333337,0.7857142857142857,0.45833333333333337,0.25806451612903225,0.7272727272727273
98,236.25,0.0,0.5,0.25,0.5652173913043478,0.22413793103448276,0.10909090909090909,0.4
99,258.75,0.0,0.5,0.4,0.6666666666666667,0.35714285714285715,0.1846153846153846,0.5
100,281.24999999999994,0.0,1.0,0.28571428571428575,0.5833333333333334,0.30434782608695654,0.11382113821138212,0.6363636363636364
101,303.75,0.0,1.0,0.14285714285714288,0.6153846153846154,0.28571428571428575,0.10300429184549356,0.6
102,326.24999999999994,0.0,0.5,0.16666666666666669,0.5581395348837209,0.35294117647058826,0.09950248756218905,0.7272727272727273
103,348.74999999999994,0.0,0.6666666666666667,0.6666666666666667,0.4736842105263158,0.1894736842105263,0.03825857519788918,0.7073170731707318
104,0.0,-9.594068226860458,0.5,0.10714285714285714,0.739938080495356,0.18010550113036924,0.1743976397311916,0.8273716951788491
105,22.5,-9.594068226860458,0.6,0.33333333333333337,0.7272727272727273,0.3283582089552239,0.2041847041847042,0.8372781065088758
106,45.0,-9.594068226860458,1.0,0.2,0.753623188405797,0.5098039215686274,0.2796610169491525,0.904109589041096
107,67.5,-9.594068226860458,0.6666666666666667,0.5,0.8846153846153847,0.5348837209302326,0.2356020942408377,0.9183673469387754
108,90.0,-9.594068226860458,0.6666666666666667,1.0,0.7,0.56,0.3978494623655914,0.9487179487179488
109,112.49999999999999,-9.594068226860458,0.5,1.0,0.8333333333333333,0.5263157894736842,0.41558441558441556,1.0
110,135.0,-9.594068226860458,1.0,0.7142857142857143,0.6,0.6666666666666667,0.4186046511627907,0.8571428571428571
111,157.5,-9.594068226860458,,0.0,0.8181818181818181,0.8181818181818181,0.5555555555555556,0.7142857142857143
112,180.0,-9.594068226860458,,0.0,0.6153846153846154,0.6666666666666667,0.7096774193548387,0.8461538461538461
113,202.49999999999997,-9.594068226860458,0.5,0.25,0.8,0.4,0.4516129032258065,0.7777777777777777
114,224.99999999999997,-9.594068226860458,0.25,0.33333333333333337,0.7272727272727273,0.7272727272727273,0.4,0.896551724137931
115,247.49999999999997,-9.594068226860458,0.6666666666666667,0.4,0.7619047619047619,0.5333333333333333,0.49438202247191015,0.8148148148148148
116,270.0,-9.594068226860458,0.75,0.6,0.8181818181818181,0.5,0.3829787234042554,0.7605633802816901
117,292.5,-9.594068226860458,0.75,0.6,0.78,0.5571428571428572,0.25,0.8450704225352113
118,315.0,-9.594068226860458,0.875,0.4375,0.7391304347826088,0.5396825396825397,0.17519685039370078,0.9175257731958762
119,337.49999999999994,-9.594068226860458,0.8571428571428571,0.5,0.7470588235294118,0.3638968481375358,0.20140845070422536,0.8666666666666667
120,11.25,-19.47122063449069,0.8,0.5,0.7953488372093024,0.534375,0.4910630291627469,0.7993874425727412
121,33.75,-19.47122063449069,1.0,0.6,0.8229166666666667,0.632,0.48459958932238195,0.8676470588235294
122,56.24999999999999,-19.47122063449069,1.0,0.8,0.9354838709677419,0.7160493827160493,0.4602076124567474,0.8209876543209876
123,78.75,-19.47122063449069,1.0,0.875,0.8928571428571429,0.6944444444444444,0.624113475177305,0.8461538461538461
124,101.24999999999999,-19.47122063449069,1.0,0.75,0.8333333333333333,0.7142857142857143,0.7654320987654322,0.9117647058823529
125,123.74999999999999,-19.47122063449069,1.0,1.0,0.8,0.5454545454545454,0.5625,0.8181818181818181
126,146.25,-19.47122063449069,,0.0,0.9090909090909091,0.7142857142857143,0.7096774193548387,0.88
127,168.74999999999997,-19.47122063449069,0.75,1.0,0.8888888888888888,0.8888888888888888,0.8636363636363636,0.7037037037037037
128,191.25,-19.47122063449069,0.0,0.0,1.0,0.6153846153846154,0.7027027027027027,0.8666666666666667
129,213.75,-19.47122063449069,1.0,1.0,0.8181818181818181,0.6,0.59375,0.8636363636363636
130,236.25,-19.47122063449069,1.0,1.0,0.9523809523809524,0.7407407407407408,0.813953488372093,0.9333333333333332
131,258.75,-19.47122063449069,1.0,1.0,0.9333333333333332,0.4666666666666666,0.7157894736842105,0.6238532110091743
132,281.24999999999994,-19.47122063449069,0.8,0.5714285714285715,0.8571428571428571,0.6206896551724138,0.5783783783783784,0.7925925925925925
133,303.75,-19.47122063449069,0.42857142857142855,0.75,0.8181818181818181,0.75,0.49583333333333335,0.9083969465648855
134,326.24999999999994,-19.47122063449069,1.0,0.75,0.8897058823529411,0.5931372549019608,0.43222003929273084,0.9090909090909091
135,348.74999999999994,-19.47122063449069,0.9090909090909091,0.6666666666666667,0.8619246861924686,0.5049019607843137,0.45508390918065156,0.8537037037037036
136,0.0,-30.000000000000014,0.8571428571428571,1.0,0.923076923076923,0.75,0.8103896103896103,0.8275862068965517
137,22.5,-30.000000000000014,1.0,0.5555555555555556,0.8372093023255814,0.8,0.7717717717717717,0.7859327217125383
138,45.0,-30.000000000000014,1.0,0.8,0.912280701754386,0.7428571428571429,0.7933884297520661,0.7619047619047619
139,67.5,-30.000000000000014,1.0,0.7142857142857143,0.7619047619047619,0.6666666666666667,0.6932515337423313,0.7434210526315789
140,90.0,-30.000000000000014,1.0,0.75,0.923076923076923,0.6857142857142857,0.7872340425531915,0.7956989247311828
141,112.49999999999999,-30.000000000000014,1.0,0.6666666666666667,0.9411764705882354,0.8421052631578948,0.8620689655172414,0.8064516129032258
142,135.0,-30.000000000000014,1.0,1.0,0.9166666666666667,0.7857142857142857,0.8666666666666667,0.7428571428571429
143,157.5,-30.000000000000014,0.5,0.5,1.0,1.0,0.8214285714285714,0.8846153846153847
144,180.0,-30.000000000000014,1.0,1.0,1.0,0.6,0.6774193548387096,0.9130434782608695
145,202.49999999999997,-30.000000000000014,1.25,1.0,0.8461538461538461,0.7857142857142857,0.8857142857142857,0.8611111111111112
146,224.99999999999997,-30.000000000000014,1.0,1.0,0.8947368421052632,0.6538461538461539,0.7692307692307692,0.9090909090909091
147,247.49999999999997,-30.000000000000014,1.0,0.6666666666666667,0.8846153846153847,0.6388888888888888,0.7156862745098038,0.8488372093023255
148,270.0,-30.000000000000014,1.0,1.0,0.9473684210526316,0.5806451612903225,0.625,0.8080808080808081
149,292.5,-30.000000000000014,1.0,0.4,0.78125,0.641025641025641,0.4782608695652174,0.8850574712643678
150,315.0,-30.000000000000014,1.0,0.8333333333333333,0.8518518518518519,0.7419354838709676,0.6,0.8716216216216216
151,337.49999999999994,-30.000000000000014,0.9090909090909091,0.8333333333333333,0.9724770642201835,0.8412698412698413,0.728,0.8504672897196263
152,11.25,-41.81031489577862,0.6666666666666667,0.5714285714285715,0.8852459016393442,0.8709677419354839,0.8695652173913043,0.813953488372093
153,33.75,-41.81031489577862,1.0,0.625,0.7894736842105263,0.7692307692307692,0.7540106951871658,0.6746411483253588
154,56.24999999999999,-41.81031489577862,0.7142857142857143,0.7142857142857143,0.903225806451613,0.8,0.7809523809523811,0.7130434782608696
155,78.75,-41.81031489577862,1.0,1.0,1.0,0.8846153846153847,0.8292682926829268,0.8292682926829268
156,101.24999999999999,-41.81031489577862,1.0,1.0,0.8333333333333333,0.7894736842105263,0.8461538461538461,0.9166666666666667
157,123.74999999999999,-41.81031489577862,0.5,0.5,0.9285714285714286,0.9285714285714286,0.9272727272727274,0.9444444444444444
158,146.25,-41.81031489577862,1.0,1.0,1.0,0.875,0.7419354838709676,0.8518518518518519
159,168.74999999999997,-41.81031489577862,1.0,0.33333333333333337,0.875,1.0,0.84375,0.7941176470588235
160,191.25,-41.81031489577862,,,0.9166666666666667,0.8461538461538461,0.7575757575757575,0.8620689655172414
161,213.75,-41.81031489577862,1.0,0.6666666666666667,0.7857142857142857,1.0,0.8181818181818181,0.9
162,236.25,-41.81031489577862,1.0,0.6666666666666667,0.7857142857142857,0.7857142857142857,0.9074074074074074,0.9423076923076923
163,258.75,-41.81031489577862,1.0,1.0,0.923076923076923,0.7058823529411765,0.8936170212765957,0.9130434782608695
164,281.24999999999994,-41.81031489577862,1.0,0.6,0.7878787878787878,0.8387096774193549,0.5695364238410596,0.86
165,303.75,-41.81031489577862,1.0,0.5,0.8857142857142857,0.775,0.5439560439560439,0.942857142857143
166,326.24999999999994,-41.81031489577862,1.0,0.33333333333333337,0.9814814814814815,0.8833333333333333,0.834319526627219,0.9155844155844156
167,348.74999999999994,-41.81031489577862,1.0,0.6666666666666667,0.923076923076923,0.759493670886076,0.7741935483870968,0.8275862068965517
168,14.999999999999998,-54.340912303861245,0.75,1.0,1.0,0.7837837837837838,0.8148148148148148,0.7927927927927928
169,45.0,-54.340912303861245,1.0,1.0,0.7391304347826088,0.7727272727272727,0.7926829268292682,0.6770833333333333
170,75.0,-54.340912303861245,,0.0,0.8695652173913043,0.8695652173913043,0.8208955223880596,0.7971014492753623
171,105.0,-54.340912303861245,1.0,0.6666666666666667,1.0,0.875,0.9183673469387754,0.8490566037735848
172,135.0,-54.340912303861245,0.5,0.5,1.0,0.6666666666666667,0.903225806451613,0.8484848484848484
173,165.0,-54.340912303861245,1.5,1.0,1.0,0.8125,0.92,0.8518518518518519
174,195.0,-54.340912303861245,1.0,1.0,0.8888888888888888,0.8888888888888888,0.9047619047619048,0.926829268292683
175,224.99999999999997,-54.340912303861245,1.0,1.0,1.0,0.88,0.925,0.9487179487179488
176,255.00000000000003,-54.340912303861245,1.0,1.0,1.0,0.9259259259259259,0.8870967741935484,0.9166666666666667
177,285.0,-54.340912303861245,1.0,0.4,0.823529411764706,0.5833333333333334,0.7023809523809524,0.855072463768116
178,315.0,-54.340912303861245,1.0,0.5,0.8378378378378379,0.8857142857142857,0.8214285714285714,0.8679245283018868
179,344.99999999999994,-54.340912303861245,0.6666666666666667,1.0,0.9772727272727273,0.8431372549019608,0.8271604938271605,0.8271604938271605
180,22.5,-66.44353569089876,1.0,0.8333333333333333,0.9333333333333332,0.7777777777777777,0.9,0.7258064516129032
181,67.5,-66.44353569089876,1.0,1.0,0.9411764705882354,0.8888888888888888,0.855072463768116,0.8082191780821918
182,112.5,-66.44353569089876,,,1.0,0.9166666666666667,0.8823529411764706,0.8653846153846153
183,157.5,-66.44353569089876,,,0.9166666666666667,0.7857142857142857,0.8723404255319148,0.82
184,202.5,-66.44353569089876,,,1.0,0.875,0.8620689655172414,0.8620689655172414
185,247.49999999999997,-66.44353569089876,1.0,0.5,0.9047619047619048,0.95,0.9090909090909091,0.9259259259259259
186,292.5,-66.44353569089876,0.6666666666666667,1.0,0.9,0.782608695652174,0.8732394366197183,0.96875
187,337.5,-66.44353569089876,0.75,0.75,0.9259259259259259,0.8928571428571429,0.86,0.9148936170212765
188,45.0,-78.28414760510762,1.0,1.0,0.9090909090909091,0.8333333333333333,0.8275862068965517,0.75
189,135.0,-78.28414760510762,1.0,0.6666666666666667,0.9375,0.8333333333333333,0.8448275862068965,0.8596491228070176
190,225.0,-78.28414760510762,1.0,0.6666666666666667,1.0,0.7857142857142857,0.890909090909091,0.8596491228070176
191,315.0,-78.28414760510762,1.0,0.5,0.8947368421052632,0.7727272727272727,0.8448275862068965,0.890909090909091
